work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
2023,SE,FT,Data Architect,174500,0,US,M
2023,SE,FT,Data Architect,174500,0,US,M
2023,SE,FT,Data Architect,174500,0,US,M
2022,SE,FT,Data Engineer,175000,0,US,M
2022,SE,FT,Data Engineer,175000,0,US,M
2022,MI,FT,Data Engineer,175000,0,US,M
2022,SE,FT,Data Science Manager,175000,0,US,M
2022,SE,FT,Data Engineer,175000,0,US,M
2022,SE,FT,Data Engineer,175000,0,US,M
2022,SE,FT,Data Scientist,175000,100,US,M
2022,SE,FT,Data Engineer,175000,0,US,M
2022,SE,FT,Data Scientist,175000,100,US,M
2022,SE,FT,Data Architect,175000,100,US,M
2022,MI,FT,Data Engineer,175000,100,US,M
2022,SE,FT,Data Engineer,175000,100,US,M
2022,SE,FT,Data Engineer,175000,100,US,M
2022,SE,FT,Data Scientist,175000,0,US,M
2022,SE,FT,Data Scientist,175000,100,US,M
2022,SE,FT,Data Engineer,175000,100,US,M
2022,SE,FT,Data Scientist,175000,0,US,M
2022,SE,FT,Data Analyst,175000,100,US,M
2022,SE,FT,Data Engineer,175000,100,US,M
2022,SE,FT,Data Engineer,175000,100,US,M
2022,EX,FT,Analytics Engineer,175000,100,US,M
2023,SE,FT,Data Scientist,175000,100,CA,M
2023,SE,FT,Data Engineer,175000,100,US,M
2023,SE,FT,Data Scientist,175000,100,US,M
2023,EX,FT,Data Engineer,175000,0,US,M
2023,SE,FT,Data Scientist,175000,100,US,M
2023,SE,FT,Data Scientist,175000,100,US,M
2023,SE,FT,Data Analyst,175000,100,CA,M
2023,SE,FT,Data Engineer,175000,100,US,M
2023,SE,FT,Data Scientist,175000,100,US,M
2023,SE,FT,Data Scientist,175000,0,US,M
2023,SE,FT,Data Analyst,175000,0,US,M
2023,SE,FT,Data Scientist,175000,0,US,M
2023,SE,FT,Research Engineer,175000,0,US,M
2023,SE,FT,Data Analyst,175000,0,US,M
2023,SE,FT,Data Scientist,175000,0,US,M
2023,MI,FT,Data Engineer,175000,0,US,M
2023,MI,FT,Data Engineer,175000,0,US,M
2023,SE,FT,Data Scientist,175000,100,US,M
2023,SE,FT,Data Analyst,175000,100,US,M
2023,MI,FT,Machine Learning Engineer,175000,0,US,M
2023,SE,FT,Data Science Manager,175000,0,US,M
2023,SE,FT,Analytics Engineer,175000,0,US,M
2023,SE,FT,Data Scientist,175000,0,US,M
2023,EX,FT,Data Engineer,175000,0,US,M
2023,SE,FT,Data Analyst,175000,0,US,M
2023,SE,FT,Analytics Engineer,175000,100,US,M
2023,MI,FT,Data Engineer,175000,0,US,M
2023,MI,FT,Machine Learning Engineer,175000,100,US,M
2023,SE,FT,NLP Engineer,175000,0,US,M
2023,SE,FT,Data Engineer,175000,100,US,M
2022,SE,FT,Data Science Manager,175100,100,US,M
2022,EX,FT,Data Science Manager,175100,0,US,M
2022,SE,FT,Data Engineer,175100,100,US,M
2023,SE,FT,Data Engineer,175308,0,US,M
2022,SE,FT,Data Analyst,175950,100,US,M
2022,SE,FT,Data Scientist,176000,100,US,M
2023,SE,FT,Data Engineer,176000,0,US,M
2023,SE,FT,Data Scientist,176000,0,CA,M
2023,SE,FT,Machine Learning Engineer,176100,0,US,L
2022,SE,FT,Data Analyst,177000,0,US,M
2022,SE,FT,Applied Data Scientist,177000,100,US,L
2022,SE,FT,Data Scientist,177500,100,US,M
2022,SE,FT,Data Engineer,177600,100,US,L
2022,SE,FT,Data Engineer,178000,0,CA,M
2023,SE,FT,Data Engineer,178500,100,US,M
2023,SE,FT,Data Engineer,178600,0,US,M
2022,SE,FT,Data Engineer,178750,0,US,M
2022,SE,FT,Data Engineer,178800,100,US,L
2022,SE,FT,Data Engineer,178800,100,US,L
2023,SE,FT,Data Engineer,179000,0,US,M
2023,SE,FT,Data Engineer,179170,0,US,M
2022,SE,FT,Data Engineer,179305,100,US,M
2022,SE,FT,Data Scientist,179400,0,US,M
2022,SE,FT,Data Scientist,179400,100,US,M
2022,SE,FT,Data Engineer,179500,0,US,M
2022,SE,FT,Data Science Manager,179775,100,US,M
2023,SE,FT,Analytics Engineer,179820,0,US,M
2023,SE,FT,Analytics Engineer,179820,0,US,M
2023,SE,FT,Analytics Engineer,179820,0,US,M
2023,SE,FT,Data Analyst,179975,100,US,M
2021,MI,FT,Data Architect,180000,100,US,L
2022,EN,FT,Data Scientist,180000,100,US,M
2022,MI,FT,Data Scientist,180000,0,US,M
2022,MI,FT,Data Scientist,180000,0,US,M
2022,SE,FT,Data Scientist,180000,0,US,M
2022,SE,FT,Data Scientist,180000,100,US,M
2022,MI,FT,ML Engineer,180000,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,100,US,M
2022,SE,FT,Data Engineer,180000,0,US,M
2022,EN,FT,Data Scientist,180000,100,US,M
2022,SE,FT,Data Architect,180000,100,US,M
2022,SE,FT,Data Engineer,180000,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,100,US,M
2022,SE,FT,Data Scientist,180000,100,US,L
2022,SE,FT,Data Engineer,180000,100,US,M
2022,EX,FT,Machine Learning Scientist,180000,100,US,S
2022,SE,FT,Analytics Engineer,180000,0,US,M
2022,SE,FT,Data Scientist,180000,100,US,L
2022,SE,FT,Machine Learning Engineer,180000,100,US,M
2022,EN,FT,Machine Learning Developer,180000,100,US,L
2022,SE,FT,Data Scientist,180000,100,US,M
2022,SE,FT,Data Scientist,180000,0,US,M
2022,SE,FT,Data Scientist,180000,0,US,L
2022,SE,FT,Data Engineer,180000,100,US,M
2023,SE,FT,Data Architect,180000,100,US,M
2023,MI,FT,Data Engineer,180000,0,US,M
2023,SE,FT,Data Scientist,180000,0,US,M
2023,MI,FT,Data Scientist,180000,100,US,M
2023,EX,FT,Data Architect,180000,0,US,M
2023,SE,FT,Data Engineer,180000,100,US,M
2023,SE,FT,Data Analyst,180000,0,US,M
2023,SE,FT,Data Analyst,180000,0,US,M
2023,SE,FT,Machine Learning Engineer,180000,100,US,M
2023,SE,FT,Machine Learning Software Engineer,180000,0,US,M
2023,SE,FT,Data Engineer,180000,0,US,M
2023,SE,FT,Data Engineer,180000,100,US,M
2023,SE,FT,Data Architect,180000,100,US,M
2023,SE,FT,Data Engineer,180000,0,US,M
2023,SE,FT,Data Architect,180000,100,US,M
2023,SE,FT,Applied Scientist,180000,0,US,M
2023,MI,FT,Machine Learning Engineer,180000,100,US,M
2023,SE,FT,Data Scientist,180000,0,US,M
2023,SE,FT,Research Scientist,180000,0,US,M
2023,SE,FT,Data Engineer,180000,0,US,M
2023,SE,FT,Data Architect,180000,100,US,M
2023,SE,FT,Data Engineer,180000,0,US,M
2023,SE,FT,Data Analyst,180180,0,US,M
2023,SE,FT,Data Analyst,180180,0,US,M
2023,SE,FT,Data Analyst,180180,0,US,M
2023,SE,FT,Data Analyst,180180,0,US,M
2023,SE,FT,Data Analyst,180180,0,US,M
2023,SE,FT,Data Scientist,180560,0,US,M
2023,SE,FT,Machine Learning Engineer,181000,0,US,M
2022,SE,FT,Data Engineer,181940,0,US,M
2022,SE,FT,Data Engineer,182000,100,US,M
2023,SE,FT,Data Scientist,182000,0,US,M
2023,SE,FT,Data Scientist,182000,0,US,M
2023,SE,FT,Data Engineer,182000,100,US,M
2022,EX,FT,Data Science Manager,182160,0,US,M
2023,SE,FT,Data Scientist,182200,100,US,M
2022,SE,FT,Data Engineer,182500,100,US,M
2023,MI,FT,Data Analyst,182500,0,US,M
2022,SE,FT,Data Scientist,182750,100,US,M
2023,SE,FT,Data Engineer,182750,100,US,M
2022,SE,FT,ML Engineer,183000,100,US,M
2022,SE,FT,Data Scientist Lead,183000,100,US,L
2023,SE,FT,Data Scientist,183000,100,US,M
2023,SE,FT,Data Scientist,183000,100,US,M
2023,SE,FT,Data Scientist,183000,0,US,M
2023,MI,FT,Data Infrastructure Engineer,183310,0,US,M
2023,MI,FT,Data Scientist,183310,0,US,M
2023,MI,FT,Data Scientist,183310,0,US,M
2023,SE,FT,Data Scientist,183500,100,US,M
2023,SE,FT,Data Scientist,183500,100,US,M
2023,SE,FT,Data Scientist,183500,100,US,M
2023,SE,FT,Analytics Engineer,183500,100,US,M
2023,SE,FT,Data Scientist,183500,100,US,M
2023,SE,FT,Data Scientist,183500,100,US,M
2022,SE,FT,Machine Learning Software Engineer,183600,100,CA,M
2022,SE,FT,Data Engineer,183600,100,US,L
2023,SE,FT,Data Engineer,183600,0,US,M
2022,SE,FT,Applied Scientist,184000,100,US,M
2022,SE,FT,Applied Scientist,184000,100,US,M
2022,SE,FT,Applied Scientist,184000,100,US,M
2022,SE,FT,Applied Scientist,184000,100,US,M
2023,SE,FT,Applied Scientist,184000,100,US,M
2023,SE,FT,Applied Scientist,184000,100,US,M
2023,SE,FT,Machine Learning Engineer,184000,100,US,M
2023,SE,FT,Data Infrastructure Engineer,184000,100,US,M
2023,SE,FT,Machine Learning Engineer,184000,0,US,M
2023,SE,FT,Applied Scientist,184000,100,US,M
2022,SE,FT,Data Engineer,184100,0,US,M
2022,SE,FT,Data Engineer,184100,0,US,M
2023,SE,FT,Computer Vision Engineer,184590,0,US,M
2022,SE,FT,Analytics Engineer,184700,0,US,M
2023,SE,FT,Machine Learning Engineer,184700,0,US,M
2021,SE,FT,Machine Learning Engineer,185000,50,US,L
2021,SE,FT,Principal Data Engineer,185000,100,US,L
2022,SE,FT,ML Engineer,185000,100,US,M
2022,SE,FT,Machine Learning Engineer,185000,100,MX,M
2022,SE,FT,Data Scientist,185000,100,US,M
2022,SE,FT,Data Scientist,185000,100,US,M
2022,SE,FT,Data Engineer,185000,100,US,M
2022,SE,FT,Data Scientist,185000,100,US,M
2023,SE,FT,Data Scientist,185000,100,US,M
2023,EX,FT,Data Scientist,185000,0,US,M
2023,SE,FT,Data Engineer,185000,0,US,M
2023,SE,FT,Data Engineer,185000,100,US,M
2023,SE,FT,Data Engineer,185000,0,US,M
2023,SE,FT,Research Engineer,185000,0,US,M
2023,SE,FT,Data Analyst,185000,100,US,M
2023,SE,FT,Data Analyst,185000,100,US,M
2023,MI,FT,Research Scientist,185000,100,US,M
2023,MI,FT,Research Scientist,185000,0,US,M
2023,SE,FT,Data Engineer,185000,0,US,M
2023,SE,FT,Data Scientist,185000,100,US,M
2023,SE,FT,Data Scientist,185000,0,GB,M
2023,SE,FT,Data Scientist,185000,0,US,M
2023,SE,FT,Data Scientist,185000,0,US,M
2023,SE,FT,Data Scientist,185000,100,US,M
2023,SE,FT,Computer Vision Engineer,185000,0,US,M
2022,SE,FT,Data Scientist,185100,100,US,M
2022,SE,FT,Data Science Manager,185400,0,US,M
2023,MI,FT,Analytics Engineer,185700,0,US,M
2022,SE,FT,Data Engineer,185800,100,CA,M
2022,SE,FT,Data Engineer,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Engineer,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Engineer,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Engineer,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Engineer,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Data Engineer,185900,0,US,M
2022,SE,FT,Data Engineer,185900,0,US,M
2023,SE,FT,Business Intelligence Engineer,185900,0,US,M
2023,SE,FT,Data Engineer,185900,0,US,M
2023,SE,FT,Data Scientist,185900,0,US,M
2023,SE,FT,Data Scientist,185900,0,US,M
2023,SE,FT,Data Analyst,185900,0,US,M
2023,SE,FT,Data Analyst,185900,0,US,M
2023,SE,FT,Data Scientist,185900,0,US,M
2023,SE,FT,Data Engineer,185900,0,US,M
2023,SE,FT,Data Analyst,185900,0,US,M
2023,SE,FT,Data Scientist,185900,0,US,M
2023,SE,FT,Data Scientist,185900,0,US,M
2023,SE,FT,Data Engineer,185900,0,US,M
2023,SE,FT,Data Scientist,185900,0,US,M
2022,SE,FT,Machine Learning Infrastructure Engineer,186000,100,US,M
2022,SE,FT,Machine Learning Engineer,186000,100,US,M
2022,SE,FT,Data Scientist,186000,0,US,M
2023,SE,FT,Data Scientist,186000,0,US,M
2023,SE,FT,Data Scientist,186000,0,US,M
2023,SE,FT,Machine Learning Engineer,186000,100,US,M
2023,SE,FT,Data Scientist,186300,100,US,M
2023,SE,FT,Data Scientist,186300,100,US,M
2022,MI,FT,Data Engineer,187000,100,US,M
2023,SE,FT,Data Analyst,187000,0,US,M
2022,SE,FT,Machine Learning Engineer,187200,100,CA,M
2022,EX,FT,Data Engineer,187200,100,US,M
2023,MI,FT,Data Scientist,187500,0,US,M
2023,SE,FT,Data Engineer,187500,100,US,M
2022,SE,FT,Data Engineer,188100,0,US,M
2023,SE,FT,Data Architect,188500,100,US,M
2022,SE,FT,Data Engineer,188700,100,US,M
2023,SE,FT,Machine Learning Engineer,188800,100,US,M
2023,SE,FT,Machine Learning Engineer,188800,100,US,M
2023,SE,FT,Research Engineer,189110,0,US,M
2022,SE,FT,Data Science Manager,189500,100,US,L
2022,SE,FT,Machine Learning Engineer,189650,0,US,M
2022,SE,FT,Machine Learning Engineer,189650,0,US,M
2022,SE,FT,Machine Learning Engineer,189650,0,US,M
2022,EN,FT,Machine Learning Engineer,189750,0,US,M
2022,SE,FT,Data Scientist,190000,0,US,M
2022,SE,FT,Cloud Database Engineer,190000,100,US,M
2022,SE,FT,Data Scientist,190000,0,US,M
2022,SE,FT,Data Engineer,190000,100,US,M
2022,SE,FT,Data Architect,190000,100,US,M
2022,SE,FT,Principal Machine Learning Engineer,190000,100,US,L
2022,SE,FT,Data Architect,190000,100,US,M
2022,SE,FT,Data Architect,190000,100,US,M
2022,SE,FT,Data Architect,190000,100,US,M
2022,SE,FT,Analytics Engineer,190000,100,US,M
2022,SE,FT,Data Architect,190000,100,US,M
2023,SE,FT,Machine Learning Engineer,190000,0,US,M
2023,SE,FT,Data Engineer,190000,100,US,M
2023,SE,FT,Data Scientist,190000,0,US,M
2023,SE,FT,Analytics Engineer,190000,100,US,M
2023,SE,FT,Data Scientist,190000,0,CA,M
2023,SE,FT,Data Analyst,190000,100,US,M
2023,EN,FT,Data Scientist,190000,0,US,M
2023,SE,FT,Data Scientist,190000,0,CA,M
2023,SE,FT,Data Scientist,190000,0,US,M
2023,SE,FT,Data Scientist,190000,0,US,M
2023,MI,FT,Data Infrastructure Engineer,190000,100,US,M
2023,MI,FT,Data Infrastructure Engineer,190000,0,US,M
2023,SE,FT,Data Scientist,190000,0,US,M
2022,SE,FT,Data Engineer,191200,0,US,M
2022,SE,FT,Data Engineer,191200,0,US,M
2022,SE,FT,Data Engineer,191200,0,US,M
2022,SE,FT,Data Engineer,191200,0,US,M
2022,SE,FT,Applied Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,0,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2022,SE,FT,Data Scientist,191475,100,US,M
2023,SE,FT,Data Science Manager,191765,0,US,M
2023,SE,FT,Data Scientist,191765,0,US,M
2022,SE,FT,Lead Data Scientist,192000,100,US,L
2022,SE,FT,Machine Learning Engineer,192000,100,US,M
2022,SE,FT,Applied Scientist,192000,100,US,M
2022,SE,FT,Machine Learning Engineer,192000,0,US,M
2023,SE,FT,Data Engineer,192000,0,US,M
2022,EX,FT,Director of Data Science,192037,50,CA,L
2022,SE,FT,Data Architect,192400,100,CA,M
2022,SE,FT,Data Analyst,192500,100,US,M
2023,SE,FT,Data Analyst,192500,100,US,M
2022,SE,FT,Data Architect,192564,100,US,M
2022,SE,FT,Data Architect,192564,100,US,M
2022,SE,FT,Machine Learning Engineer,192600,100,US,M
2022,SE,FT,Data Engineer,193000,100,US,M
2023,SE,FT,Data Operations Engineer,193000,100,US,M
2023,SE,FT,Data Engineer,193500,100,US,M
2022,SE,FT,Analytics Engineer,193750,100,US,M
2022,SE,FT,Data Engineer,193750,100,US,M
2022,SE,FT,Machine Learning Scientist,193900,0,US,M
2022,SE,FT,Machine Learning Engineer,193900,0,US,M
2022,MI,FT,Machine Learning Engineer,193900,0,US,M
2022,SE,FT,Data Engineer,194000,100,US,M
2022,SE,FT,Data Engineer,194000,100,US,M
2023,EX,FT,Data Engineer,194500,0,US,M
2021,SE,FT,Machine Learning Infrastructure Engineer,195000,100,US,M
2022,SE,FT,Data Engineer,195000,100,US,M
2023,SE,FT,Data Scientist,195000,0,US,M
2023,SE,FT,Data Scientist,195000,0,US,M
2023,SE,FT,Data Scientist,195000,0,US,M
2023,MI,FT,Data Science Manager,195000,0,US,M
2022,SE,FT,ML Engineer,195400,100,US,L
2022,SE,FT,Data Architect,195400,100,US,L
2022,SE,FT,Machine Learning Engineer,195400,100,US,L
2022,SE,FT,Data Architect,195400,100,US,L
2023,SE,FT,Machine Learning Engineer,195652,0,GB,M
2022,SE,FT,Data Engineer,195700,0,US,M
2022,SE,FT,Data Engineer,195700,0,US,M
2023,EX,FT,Head of Data Science,195800,0,US,M
2023,MI,FT,Research Scientist,195895,0,GB,M
2022,SE,FT,Applied Scientist,196000,100,US,M
2022,SE,FT,Applied Scientist,196000,100,US,M
2022,SE,FT,Research Scientist,196000,100,US,M
2023,SE,FT,Applied Scientist,196000,100,US,M
2023,EX,FT,Data Engineer,196200,0,US,M
2022,SE,FT,Data Engineer,197000,0,US,M
2022,SE,FT,Data Engineer,197000,0,US,M
2023,SE,FT,Analytics Engineer,197000,0,US,M
2023,SE,FT,BI Developer,197000,0,US,M
2022,SE,FT,Data Engineer,197430,100,US,M
2023,SE,FT,Data Architect,198000,100,US,M
2022,SE,FT,Data Scientist,198200,100,US,M
2023,SE,FT,Data Scientist,198200,100,US,M
2023,SE,FT,Data Scientist,198200,100,US,M
2023,SE,FT,Data Science Manager,198200,100,US,M
2023,SE,FT,Data Scientist,198200,100,US,M
2023,SE,FT,Data Scientist,198200,0,US,M
2022,SE,FT,Data Scientist,198440,0,US,L
2022,SE,FT,Data Scientist,198440,0,US,M
2022,SE,FT,Data Scientist,198440,100,US,M
2022,SE,FT,Data Scientist,198440,0,US,L
2022,SE,FT,Data Engineer,198800,0,US,M
2022,SE,FT,Data Scientist,198800,0,US,M
2023,SE,FT,Data Manager,198800,0,US,M
2023,SE,FT,Data Scientist,199000,0,US,M
2023,SE,FT,Machine Learning Engineer,199000,100,US,M
2023,SE,FT,Data Manager,199000,0,US,M
2023,SE,FT,Data Engineer,199000,0,US,M
2023,SE,FT,Data Scientist,199098,100,US,M
2021,SE,FT,Principal Data Engineer,200000,100,US,M
2021,MI,FT,Data Engineer,200000,100,US,L
2021,MI,FT,Data Engineer,200000,100,US,L
2021,SE,FT,Data Analyst,200000,100,US,L
2021,SE,FT,Data Engineer,200000,100,US,L
2021,SE,FT,Machine Learning Engineer,200000,100,US,L
2022,EX,FT,Data Engineer,200000,0,US,M
2022,EN,FT,AI Scientist,200000,50,CA,L
2022,SE,FT,Data Engineer,200000,0,US,M
2022,SE,FT,Data Engineer,200000,0,US,M
2022,SE,FT,Marketing Data Analyst,200000,100,GB,S
2022,SE,FT,Data Scientist,200000,100,US,M
2022,SE,FT,Machine Learning Manager,200000,100,US,M
2022,SE,FT,BI Analyst,200000,100,NG,S
2022,SE,FT,Data Engineer,200000,100,US,M
2022,SE,FT,Data Engineer,200000,100,US,M
2022,SE,FT,Machine Learning Engineer,200000,100,PR,M
2022,EX,FT,Machine Learning Scientist,200000,100,US,S
2022,EX,FT,AI Scientist,200000,100,US,S
2022,EX,FT,Analytics Engineer,200000,100,US,M
2022,SE,FT,Machine Learning Engineer,200000,100,US,L
2022,SE,FT,Data Engineer,200000,100,PR,M
2022,MI,FT,Analytics Engineer,200000,0,US,M
2022,SE,FT,Data Engineer,200000,100,US,M
2022,MI,FT,AI Scientist,200000,100,US,M
2022,SE,FT,Data Science Manager,200000,100,US,M
2022,MI,FT,AI Scientist,200000,100,US,L
2022,EX,FT,Data Engineer,200000,100,US,M
2022,MI,FT,Data Scientist,200000,100,US,M
2022,SE,FT,Head of Data,200000,100,US,M
2023,SE,FT,Machine Learning Engineer,200000,0,US,M
2023,MI,FT,Research Engineer,200000,0,US,M
2023,SE,FT,Data Architect,200000,100,US,M
2023,SE,FT,Data Engineer,200000,100,US,M
2023,MI,FT,AI Developer,200000,100,US,M
2023,SE,FT,Data Analyst,200000,0,US,M
2023,SE,FT,Data Engineer,200000,0,US,M
2023,EX,FT,Data Scientist,200000,0,US,M
2023,SE,FT,Data Scientist,200000,100,US,M
2023,SE,FT,Data Scientist,200000,100,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,SE,FT,Research Engineer,200000,0,US,M
2023,EX,FT,Data Scientist,200000,0,US,M
2023,MI,FT,Data Scientist,200000,100,US,M
2023,MI,FT,Machine Learning Scientist,200000,0,US,S
2023,MI,FT,Data Engineer,200000,0,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,MI,FT,Machine Learning Engineer,200000,0,US,M
2023,SE,FT,Machine Learning Engineer,200000,100,US,M
2023,SE,FT,Machine Learning Engineer,200000,100,US,M
2023,SE,FT,Data Engineer,200000,0,US,M
2023,SE,FT,Data Architect,200000,100,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,EX,FT,Data Engineer,200000,0,US,M
2023,SE,FT,Analytics Engineer,200000,100,US,M
2023,SE,FT,ML Engineer,200000,0,US,M
2023,SE,FT,Computer Vision Engineer,200000,100,US,S
2023,EX,FT,Data Scientist,200000,0,US,M
2023,SE,FT,Data Lead,200000,0,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,SE,FT,Research Scientist,200000,0,US,M
2023,SE,FT,Data Engineer,200000,0,US,M
2022,SE,FT,Data Engineer,200100,100,US,M
2023,SE,FT,Data Scientist,200160,0,US,M
2023,SE,FT,Data Scientist,200160,0,US,M
2022,SE,FT,Machine Learning Engineer,201000,100,US,M
2022,SE,FT,Machine Learning Engineer,201000,100,US,M
2022,SE,FT,Data Analyst,201000,100,US,M
2022,SE,FT,Machine Learning Engineer,201000,0,US,M
2023,SE,FT,Data Scientist,201000,0,US,M
2023,SE,FT,Data Scientist,201000,0,US,M
2023,SE,FT,Data Scientist,201036,0,US,M
2023,SE,FT,Data Engineer,201450,100,US,M
2023,SE,FT,Data Scientist,201450,100,US,M
2023,SE,FT,Data Engineer,202000,100,US,M
2023,SE,FT,Data Engineer,202000,100,US,M
2023,SE,FT,Machine Learning Engineer,202353,0,US,M
2023,SE,FT,ML Engineer,202353,0,US,M
2022,SE,FT,Data Scientist,202800,0,US,L
2023,SE,FT,Data Analyst,202800,0,US,L
2022,SE,FT,Machine Learning Engineer,202900,100,US,L
2022,SE,FT,Machine Learning Engineer,202900,100,US,L
2023,SE,FT,Research Engineer,203000,0,US,M
2023,SE,FT,Data Scientist,203000,100,US,M
2023,SE,FT,Data Engineer,203100,0,US,M
2023,SE,FT,Data Engineer,203300,100,US,M
2022,SE,FT,Data Scientist,203500,0,US,M
2022,SE,FT,Analytics Engineer,203500,0,US,M
2022,SE,FT,Data Scientist,203500,0,US,M
2023,SE,FT,Data Scientist,203500,0,US,M
2023,SE,FT,ML Engineer,203500,100,US,M
2022,SE,FT,Data Scientist,204100,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Data Analyst,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Data Analytics Manager,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,0,US,M
2023,EN,FT,Applied Scientist,204620,0,US,L
2022,SE,FT,Data Engineer,205000,100,US,M
2022,SE,FT,Applied Scientist,205000,100,US,M
2022,SE,FT,Applied Scientist,205000,100,US,M
2022,SE,FT,Data Scientist,205000,100,US,M
2022,SE,FT,Applied Scientist,205000,100,US,M
2022,EX,FT,Head of Data,205000,0,US,M
2022,SE,FT,Data Scientist,205000,0,US,M
2023,EX,FT,Data Engineer,205000,0,US,M
2023,SE,FT,Applied Scientist,205000,100,US,M
2023,SE,FT,Applied Scientist,205000,100,US,M
2023,SE,FT,Data Scientist,205000,0,US,M
2023,SE,FT,Applied Scientist,205000,0,US,M
2023,SE,FT,Data Scientist,205000,100,US,M
2022,SE,FT,Data Scientist,205300,0,US,L
2022,SE,FT,Data Scientist,205300,0,US,M
2022,SE,FT,Analytics Engineer,205300,0,US,M
2022,SE,FT,Data Engineer,205600,0,US,L
2023,SE,FT,Data Engineer,205600,0,US,L
2023,SE,FT,Data Engineer,205600,100,US,M
2023,SE,FT,Data Engineer,205600,0,US,L
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,0,US,M
2022,MI,FT,Data Analyst,206000,0,US,M
2022,MI,FT,Data Analyst,206000,0,US,M
2022,SE,FT,Data Science Manager,206000,100,US,M
2023,MI,FT,Data Analyst,206000,0,US,M
2023,MI,FT,Data Analyst,206000,0,US,M
2023,SE,FT,Data Analyst,206500,100,US,M
2022,SE,FT,Data Engineer,206699,0,US,M
2022,MI,FT,Data Engineer,206699,0,US,M
2022,SE,FT,Data Scientist,207000,100,US,M
2022,SE,FT,Data Scientist,207000,100,US,M
2023,EX,FT,Data Engineer,207000,100,US,M
2023,SE,FT,Analytics Engineer,207000,0,US,M
2022,SE,FT,Data Scientist,208000,100,US,M
2023,SE,FT,Data Analyst,208049,0,US,M
2023,SE,FT,Data Analyst,208450,100,US,M
2022,SE,FT,Data Architect,208775,100,US,M
2022,SE,FT,Data Engineer,209100,100,US,L
2022,SE,FT,Data Engineer,209100,100,US,L
2023,SE,FT,Data Scientist,209300,100,US,M
